상품 분류,카테고리,아이템,기장,색상,세부 색상,제품 링크,소매 기장,이미지 경로
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[226.83589896319899, 226.63840440779535, 225.33060327978617]",https://a-bly.com/app/goods/3840101,상세페이지 참조,./images/ably/Hood/Hood_137.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[22.59388769257143, 24.871061785656565, 30.47906244823801]",https://a-bly.com/app/goods/3660534,상세페이지 참조,./images/ably/Hood/Hood_138.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[187.10758405004336, 158.2719572582707, 141.05879593432576]",https://a-bly.com/app/goods/2859486,상세페이지 참조,./images/ably/Hood/Hood_139.jpg
의류,상의,후드,70,백염 회색 검정,"[31.66107870603335, 29.3430395443808, 28.711186637867556]",https://a-bly.com/app/goods/2872668,54,./images/ably/Hood/Hood_140.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[26.303660306926645, 28.086599612866337, 31.85286188303604]",https://a-bly.com/app/goods/3979834,상세페이지 참조,./images/ably/Hood/Hood_141.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[210.86728549924683, 202.8325806991137, 192.04340190667406]",https://a-bly.com/app/goods/4141251,상세페이지 참조,./images/ably/Hood/Hood_142.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[44.66622269050488, 47.40925988510496, 53.458441842436144]",https://a-bly.com/app/goods/3647388,상세페이지 참조,./images/ably/Hood/Hood_143.jpg
의류,상의,후드,상세페이지 참조,FREE,"[180.63606415937838, 175.04055060982859, 172.69222322444068]",https://a-bly.com/app/goods/1805161,상세페이지 참조,./images/ably/Hood/Hood_144.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[27.45127686591781, 26.714104312664034, 30.15124864788058]",https://a-bly.com/app/goods/4438557,상세페이지 참조,./images/ably/Hood/Hood_145.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[163.2367330570778, 113.53925181889488, 78.01995531537798]",https://a-bly.com/app/goods/4451354,상세페이지 참조,./images/ably/Hood/Hood_146.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[32.04603244191169, 35.73301183692429, 38.53286465836267]",https://a-bly.com/app/goods/4429162,상세페이지 참조,./images/ably/Hood/Hood_147.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[25.494241904716333, 23.95966098403963, 31.104033901584486]",https://a-bly.com/app/goods/2792519,상세페이지 참조,./images/ably/Hood/Hood_148.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[254.2071153228309, 254.20097173143546, 254.23074606487842]",https://a-bly.com/app/goods/4429216,상세페이지 참조,./images/ably/Hood/Hood_149.jpg
의류,상의,후드,67,"그레이, 블랙, 오트밀, 크림","[152.81550990919865, 141.10244158744257, 128.477579101195]",https://a-bly.com/app/goods/3318376,53,./images/ably/Hood/Hood_150.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[215.60192244469923, 214.48670100349145, 210.71276046151058]",https://a-bly.com/app/goods/4179570,상세페이지 참조,./images/ably/Hood/Hood_151.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[114.59073341620353, 96.90195502316502, 72.12989038309118]",https://a-bly.com/app/goods/2955519,상세페이지 참조,./images/ably/Hood/Hood_152.jpg
의류,상의,후드,상세페이지 참조,상세페이지 참조,"[59.62714621028161, 54.22401907331576, 57.871033322849016]",https://a-bly.com/app/goods/3964038,상세페이지 참조,./images/ably/Hood/Hood_153.jpg
