상품 분류,카테고리,아이템,기장,색상,세부 색상,제품 링크,소매 기장,이미지 경로
의류,아우터,가디건,0,0,[],https://a-bly.com/app/goods/4393236,0.0,./images/ably/Cardigan/Cardigan_65.jpg
의류,아우터,가디건,0,0,"[217.75685075483216, 217.25818841963974, 218.71232562584117]",https://a-bly.com/app/goods/4164009,0.0,./images/ably/Cardigan/Cardigan_66.jpg
의류,아우터,가디건,숏,"블랙, 소라, 오트밀, 카키, 그레이","[195.17179603154477, 192.05083479184333, 183.53218225797593]",https://a-bly.com/app/goods/4157212,39.0,./images/ably/Cardigan/Cardigan_67.jpg
의류,아우터,가디건,0,0,"[158.17636554621998, 122.8360294117647, 97.9347268907564]",https://a-bly.com/app/goods/4255239,0.0,./images/ably/Cardigan/Cardigan_68.jpg
의류,아우터,가디건,숏,0,"[209.3867535160246, 206.61876259216854, 197.094751872926]",https://a-bly.com/app/goods/3800598,49.0,./images/ably/Cardigan/Cardigan_69.jpg
의류,아우터,가디건,숏,"옐로우(품절), 핑크, 소라(품절), 베이지, 블랙(품절), 그린","[154.67266789140726, 141.88091447234035, 121.65446009389964]",https://a-bly.com/app/goods/2420551,66.0,./images/ably/Cardigan/Cardigan_70.jpg
의류,아우터,가디건,숏,"블랙, 소라, 아이보리","[127.63921809779204, 135.07532051282217, 138.19732036374012]",https://a-bly.com/app/goods/4346272,25.0,./images/ably/Cardigan/Cardigan_71.jpg
의류,아우터,가디건,숏,"블랙, 그레이, 크림","[50.078076495051135, 47.93211503544465, 45.300786817385585]",https://a-bly.com/app/goods/3914257,63.0,./images/ably/Cardigan/Cardigan_72.jpg
의류,아우터,가디건,0,0,"[43.466085005036376, 43.4532838691985, 49.15523953467813]",https://a-bly.com/app/goods/4223214,0.0,./images/ably/Cardigan/Cardigan_73.jpg
의류,아우터,가디건,숏,"블랙, 아이보리, 라임, 베이지, 소라, 핑크","[171.7391927267582, 109.04100042450756, 95.809342719688]",https://a-bly.com/app/goods/4283921,27.0,./images/ably/Cardigan/Cardigan_74.jpg
의류,아우터,가디건,0,0,"[157.02204478073492, 157.32048600374873, 154.03355826770192]",https://a-bly.com/app/goods/4265153,0.0,./images/ably/Cardigan/Cardigan_75.jpg
