상품 분류,카테고리,아이템,기장,색상,세부 색상,제품 링크
의류,아우터,가디건,51,"블랙, 화이트, 그레이","[140.00002942041576, 133.5765813474616, 132.04030597234186]",https://a-bly.com/app/goods/4351707
